Aveprice,Floor,Garden,Layout,Price,Region,Size,Year
31948元/㎡,14,加州水郡西区,2 室 1 厅 1 卫,285 万,房山长阳昊天北大街48号,89,2011
35059元/㎡,17,世茂维拉,1 室 1 厅 1 卫,210 万,房山长阳艺林北街22号,59,2015
31619元/㎡,17,首创伊林郡小区,3 室 2 厅 1 卫,295 万,房山良乡拱辰北大街,93,1995
44956元/㎡,16,首创新悦都(一区),3 室 1 厅 1 卫,389 万,房山长阳京良路,86,2021
49015元/㎡,15,双锦园小区,2 室 1 厅 1 卫,358 万,石景山鲁谷鲁谷南路,73,1995
19009元/㎡,5,迎风四里,2 室 1 厅 1 卫,97 万,房山燕山迎风五巷,51,1981
17711元/㎡,6,羊耳峪西里住宅小区(东区),2 室 1 厅 1 卫,153 万,房山燕山东万路,86,2006
13298元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,110 万,延庆康庄西官路,82,2012
119314元/㎡,10,新景家园(东区),2 室 1 厅 1 卫,960 万,东城崇文门西花市大街32号,80,2003
21478元/㎡,6,良工佳苑,2 室 1 厅 1 卫,180 万,房山房山城关农林路2号,83,2010
24205元/㎡,6,鸿泽园,2 室 2 厅 2 卫,248 万,密云密云周边滨河路12号,102,2005
31290元/㎡,16,世茂维拉,2 室 1 厅 1 卫,249 万,房山长阳艺林北街22号,79,2015
31013元/㎡,16,世茂维拉,2 室 1 厅 1 卫,245 万,房山长阳艺林北街22号,79,2014
43013元/㎡,5,清秀园(北区),2 室 1 厅 1 卫,229 万,昌平昌平县城燕平路,53,1985
13216元/㎡,4,兴隆南街1号院,2 室 1 厅 1 卫,78 万,延庆康庄兴隆南街1号,59,1980
38999元/㎡,6,宏福园,2 室 1 厅 1 卫,313 万,大兴西红门欣旺北大街,80,1998
45630元/㎡,10,金地朗悦朗园,2 室 1 厅 1 卫,368 万,房山长阳阜盛东街59号院,80,2014
29139元/㎡,6,温泉花园(B区),2 室 1 厅 1 卫,270 万,昌平北七家东北路,92,1996
26289元/㎡,6,苏庄二里,2 室 2 厅 1 卫,230 万,房山良乡良乡苏庄东街,87,2001
32106元/㎡,6,滨河西里(中区南区),3 室 1 厅 1 卫,278 万,大兴黄村清源北路,86,1992
53371元/㎡,21,住总旗胜家园(南区),2 室 2 厅 1 卫,475 万,昌平霍营建材城西路,89,2009
21591元/㎡,15,育新花园南里,2 室 2 厅 1 卫,190 万,大兴大兴周边育仁街1号,88,2014
27275元/㎡,15,加州水郡西区,2 室 2 厅 1 卫,238 万,房山长阳昊天北大街48号,87,2009
45965元/㎡,15,朝阳旺角,3 室 1 厅 2 卫,549 万,朝阳双桥双柳北街1号,119,2006
63838元/㎡,12,通泰国际公馆,1 室 0 厅 1 卫,340 万,大兴亦庄东区科创十三街29号,53,2015
15754元/㎡,6,杏花西里,2 室 1 厅 1 卫,94 万,房山燕山迎风街,59,1989
12781元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,106 万,延庆康庄西官路,82,2012
30013元/㎡,5,顶秀美泉小镇A区,2 室 2 厅 1 卫,266 万,怀柔雁栖京加线,88,2010
21448元/㎡,6,恒安小区,3 室 2 厅 1 卫,198 万,延庆延庆城区广兴街,92,1996
93189元/㎡,25,丽都壹号,2 室 2 厅 1 卫,825 万,朝阳酒仙桥驼房营路,88,2015
27231元/㎡,6,西源里,3 室 2 厅 2 卫,350 万,密云密云城区新中街,128,2010
90000元/㎡,12,华纺易城,3 室 2 厅 2 卫,1350 万,朝阳朝青板块青年路29号,150,2005
44245元/㎡,15,紫宸苑,2 室 2 厅 1 卫,432 万,大兴瀛海镇赢吉街4号,97,2016
36628元/㎡,6,原香小镇(二区),2 室 2 厅 1 卫,315 万,房山长阳广阳中路1号,86,2010
43640元/㎡,6,太平家园,2 室 2 厅 1 卫,399 万,昌平天通苑太平庄中街,91,1995
23842元/㎡,6,果园新里中区,2 室 2 厅 1 卫,210 万,密云密云周边西滨河路,88,2006
19290元/㎡,6,新兴小区(东区),3 室 2 厅 1 卫,189 万,延庆延庆城区庆园路,98,1996
25438元/㎡,6,恒盛波尔多小镇(南区),2 室 2 厅 1 卫,228 万,大兴大兴周边育新街32号,89,2012
42261元/㎡,6,东关南里,2 室 1 厅 1 卫,252 万,"昌平昌平县城亢山路,近南环东路",59,2000
43013元/㎡,6,水关新村,2 室 1 厅 1 卫,245 万,昌平昌平县城富康路,57,1992
40359元/㎡,6,东关南里,2 室 1 厅 1 卫,248 万,"昌平昌平县城亢山路,近南环东路",61,1991
24555元/㎡,6,胜芳园,3 室 1 厅 1 卫,245 万,延庆延庆城区东顺城街,99,1996
35233元/㎡,21,泰中花园,2 室 1 厅 1 卫,350 万,大兴黄村广茂大街5号,99,2012
58096元/㎡,13,和成璟园,3 室 2 厅 1 卫,540 万,大兴亦庄三羊北街3号,93,2010
34810元/㎡,16,首开国风美仑,3 室 2 厅 1 卫,312 万,通州马驹桥兴贸二街,89,2013
21580元/㎡,16,北京城建琨廷(南区),2 室 2 厅 1 卫,185 万,房山窦店于庄路1号,85,2016
30143元/㎡,6,首地浣溪谷,3 室 1 厅 1 卫,285 万,大兴磁各庄安顺北路6号,94,2012
64754元/㎡,6,芳古园一区,2 室 1 厅 1 卫,370 万,丰台方庄方庄蒲芳路9号,57,1989
41609元/㎡,6,水关新村,2 室 1 厅 1 卫,237 万,昌平昌平县城富康路,57,1990
36280元/㎡,6,拓然家苑,2 室 1 厅 1 卫,312 万,昌平昌平县城白浮泉路,86,2004
22500元/㎡,9,育新花园西里,2 室 2 厅 1 卫,198 万,大兴大兴周边育林街3号,88,2013
19164元/㎡,6,康居(南区),3 室 2 厅 1 卫,175 万,密云密云城区鼓楼西大街,91,2006
44496元/㎡,18,润枫领尚,2 室 1 厅 1 卫,390 万,通州次渠兴光三街9号,87,2014
52158元/㎡,28,住总旗胜家园(北区),2 室 1 厅 1 卫,463 万,昌平霍营建材城西路,88,2009
24316元/㎡,5,北京城建琨廷(南区),3 室 2 厅 2 卫,350 万,房山窦店于庄路1号,143,2010
86053元/㎡,13,华馨公寓,3 室 2 厅 2 卫,1498 万,朝阳亚运村朝阳区慧忠北里409号,174,2001
69043元/㎡,16,金隅瑞和园,3 室 1 厅 1 卫,680 万,海淀田村田村山南路33号,98,2014
93679元/㎡,15,领秀新硅谷CD区,2 室 1 厅 1 卫,895 万,海淀西二旗西二旗西路1号,95,2011
35480元/㎡,15,馨然嘉园三区(长阳国际城三区),3 室 2 厅 1 卫,319 万,房山长阳长政南街,89,2012
19589元/㎡,6,矿机南路小区,2 室 1 厅 1 卫,98 万,房山房山城关矿机南路,50,1982
24546元/㎡,5,南厂住宅(东区),2 室 1 厅 1 卫,135 万,昌平南口西民路,55,2000
36810元/㎡,8,长阳光合作用,2 室 1 厅 2 卫,300 万,房山长阳长韩路,81,2008
29798元/㎡,19,首创伊林郡小区,3 室 1 厅 1 卫,282 万,房山良乡拱辰北大街,94,2017
34657元/㎡,6,龙祥小区,3 室 2 厅 2 卫,350 万,怀柔庙城南大街31号,101,2000
30110元/㎡,5,汤HOUSE,1 室 1 厅 1 卫,245 万,昌平小汤山南顺沙路96号,81,2000
63995元/㎡,6,八里庄南里小区,1 室 1 厅 1 卫,257 万,朝阳八里庄朝阳北路138号,40,1985
38353元/㎡,6,拓然家苑,2 室 1 厅 1 卫,326 万,昌平昌平县城白浮泉路,85,2008
24480元/㎡,6,碧波园,2 室 2 厅 1 卫,235 万,房山长阳房山区长阳路,96,2008
29662元/㎡,16,加州水郡西区,2 室 1 厅 1 卫,265 万,房山长阳昊天北大街48号,89,2011
40589元/㎡,16,长阳半岛3号院,2 室 2 厅 1 卫,345 万,房山长阳祥云街3号,85,2012
33405元/㎡,6,首地浣溪谷,3 室 2 厅 1 卫,315 万,大兴磁各庄安顺北路6号,94,2014
119314元/㎡,10,新景家园(东区),2 室 1 厅 1 卫,960 万,东城崇文门西花市大街32号,80,2004
28261元/㎡,6,天骄俊园(房山),2 室 2 厅 1 卫,260 万,房山长阳长阳路,92,2006
20596元/㎡,6,恒安小区,3 室 1 厅 1 卫,173 万,延庆延庆城区广兴街,84,1995
19268元/㎡,6,颍泽洲,3 室 1 厅 1 卫,183 万,延庆延庆城区菜园南街,95,2002
45653元/㎡,28,金隅万科城,2 室 2 厅 1 卫,387 万,昌平昌平县城南环路10号,84,2012
46838元/㎡,18,长阳半岛3号院,2 室 2 厅 1 卫,405 万,房山长阳祥云街3号,86,2015
28920元/㎡,15,蓝桥驿苑,2 室 2 厅 1 卫,235 万,大兴磁各庄民顺南路10号,81,2014
94951元/㎡,16,国瑞城(西区),3 室 2 厅 2 卫,2384.5 万,东城崇文门崇文门外大街18号,251,2009
23104元/㎡,16,紫贵御园(北区),2 室 1 厅 1 卫,198 万,平谷平谷周边定福东路180号,85,2012
27853元/㎡,14,加州水郡西区,2 室 1 厅 1 卫,259 万,房山长阳昊天北大街48号,93,2010
19952元/㎡,6,南沿里,2 室 1 厅 1 卫,108 万,房山房山城关万窑路,54,1986
39852元/㎡,6,西环里,2 室 1 厅 1 卫,215 万,昌平昌平县城西环路,54,1990
28836元/㎡,6,101家属区,2 室 1 厅 1 卫,153 万,密云密云周边滨河路,53,2006
24419元/㎡,6,颍泽洲,2 室 1 厅 1 卫,210 万,延庆延庆城区菜园南街,86,2002
43505元/㎡,7,清秀园(南区),2 室 2 厅 1 卫,360 万,昌平昌平县城中石路,82,2000
76875元/㎡,6,建西苑中里,2 室 2 厅 1 卫,730 万,海淀田村八角北路,95,2004
14629元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,130 万,延庆康庄西官路,88,2012
25402元/㎡,5,隆曦园B区,2 室 1 厅 1 卫,215 万,房山良乡拱宸北大街,84,2003
62978元/㎡,11,远洋一方林语苑,2 室 1 厅 1 卫,560 万,朝阳管庄双桥东路7号,88,2009
38574元/㎡,6,水关新村,2 室 1 厅 1 卫,252 万,昌平昌平县城富康路,65,1992
46007元/㎡,16,模式口西里,2 室 1 厅 1 卫,269 万,石景山模式口石门路,58,1988
21593元/㎡,5,城关南里,2 室 1 厅 1 卫,122 万,房山房山城关兴房大街,56,1980
23090元/㎡,8,恒盛波尔多小镇(北区),2 室 2 厅 1 卫,220 万,大兴大兴周边育镇街31号,95,2012
31064元/㎡,6,温泉花园(B区),2 室 1 厅 1 卫,260 万,昌平北七家东北路,83,1997
23304元/㎡,6,双阳南区,3 室 2 厅 1 卫,195 万,顺义杨镇环镇路,83,2002
13104元/㎡,5,京溪小区,2 室 2 厅 1 卫,105 万,密云密云周边密关路,80,2000
47390元/㎡,9,长阳半岛2号院,3 室 2 厅 1 卫,443 万,房山长阳祥云街2号,93,2012
45208元/㎡,6,兴海家园月苑,2 室 1 厅 1 卫,383 万,大兴西红门宏欣路,84,2004
44633元/㎡,9,芭蕾雨悦都(一期),2 室 2 厅 1 卫,358 万,房山长阳悦盛路3号,80,2013
45623元/㎡,13,海航国兴城,2 室 1 厅 1 卫,382 万,顺义后沙峪火寺路,83,2016
36458元/㎡,15,馨然嘉园三区(长阳国际城三区),3 室 1 厅 1 卫,326 万,房山长阳长政南街,89,2014
39777元/㎡,6,黄村西里社区,2 室 1 厅 1 卫,228 万,大兴黄村兴华大街,57,1983
31764元/㎡,9,瑞雪春堂,2 室 2 厅 2 卫,282 万,房山良乡良官公路,88,2012
29320元/㎡,8,益田影人四季花园,2 室 2 厅 1 卫,290 万,怀柔怀柔城区凤瑞一园三号,98,2011
21637元/㎡,6,永安西里(北区),2 室 1 厅 1 卫,92 万,房山房山城关城关南大街,42,1991
25902元/㎡,14,珠江逸景家园(南区),2 室 2 厅 1 卫,252 万,通州马驹桥景盛北一街16号,97,2009
38765元/㎡,21,长阳半岛1号院,2 室 1 厅 1 卫,345 万,房山长阳祥云街1号,89,2012
12620元/㎡,6,康庄家园三区,2 室 1 厅 1 卫,108 万,延庆康庄西官路,85,2005
21967元/㎡,6,行宫南区,2 室 2 厅 1 卫,187 万,密云密云城区檀西路,85,2004
21291元/㎡,6,永兴家园,2 室 1 厅 1 卫,198 万,房山房山城关农林路4号,93,2010
54258元/㎡,11,首开万科城市之光,3 室 2 厅 1 卫,490 万,通州次渠东石东五路2号,90,2016
91012元/㎡,22,金地名京,2 室 2 厅 1 卫,810 万,朝阳四惠力源里北街2号,89,2009
46826元/㎡,6,模式口西里,2 室 1 厅 1 卫,253 万,石景山模式口石门路,54,1987
37500元/㎡,18,北街家园(六区),3 室 2 厅 1 卫,330 万,昌平沙河北沙河西三路,88,2016
20941元/㎡,6,花园小区(密云),3 室 2 厅 2 卫,245 万,密云密云城区鼓楼东大街,117,2004
29329元/㎡,28,天润香墅湾1号,2 室 2 厅 1 卫,249 万,平谷平谷城区平谷体育中心西路6号,84,2014
88542元/㎡,17,润枫水尚(西区),2 室 1 厅 1 卫,850 万,朝阳朝青板块青年路西里5号,96,2008
48611元/㎡,17,北街家园(五区),2 室 1 厅 1 卫,425 万,昌平沙河北沙河西五路,87,2011
40426元/㎡,14,首创紫悦台,3 室 2 厅 1 卫,380 万,房山良乡知兴西路2号,94,2016
36311元/㎡,15,瀛海家园和园,2 室 2 厅 1 卫,309 万,大兴瀛海镇瀛坤路2号,85,2014
114839元/㎡,15,蓝靛厂翠叠园,3 室 2 厅 2 卫,1780 万,海淀世纪城蓝靛厂中路,155,2003
83125元/㎡,16,青年汇佳园,2 室 1 厅 1 卫,665 万,朝阳朝青板块青年路,80,2006
74284元/㎡,6,建材城西二里,2 室 1 厅 1 卫,433 万,海淀西三旗建材城西路,58,2000
23311元/㎡,6,密西花园,2 室 2 厅 1 卫,220 万,密云密云城区新北路26号,94,2000
14012元/㎡,6,龙庆望都佳园,2 室 1 厅 1 卫,124 万,延庆康庄西官路,88,2012
53223元/㎡,6,华威北里,2 室 1 厅 1 卫,308 万,朝阳劲松劲松南路,57,1989
23405元/㎡,8,恒盛波尔多小镇(北区),2 室 2 厅 1 卫,223 万,大兴大兴周边育镇街31号,95,2012
22230元/㎡,5,恒盛波尔多小镇(北区),2 室 2 厅 1 卫,210 万,大兴大兴周边育镇街31号,94,2011
23937元/㎡,4,云秀花园公寓区,2 室 2 厅 1 卫,225 万,密云密云城区白云街,94,2012
52321元/㎡,6,甘露家园,3 室 0 厅 1 卫,310 万,朝阳朝青板块朝阳路,59,1981
21076元/㎡,5,温泉南区东里社区,3 室 2 厅 1 卫,210 万,延庆延庆城区三里河路,99,1996
17997元/㎡,5,振兴北社区(南菜园北二区),3 室 2 厅 1 卫,175 万,延庆延庆城区菜园中街,97,1996
41090元/㎡,10,三槐家园,2 室 2 厅 1 卫,350 万,大兴旧宫 三槐南路,85,2010
28376元/㎡,14,佳世苑南区,2 室 1 厅 1 卫,285 万,房山良乡良乡翠柳大街,100,2009
38432元/㎡,6,东关北里,2 室 1 厅 1 卫,248 万,昌平昌平县城东环路,64,1995
25344元/㎡,6,天泰新景家园,2 室 2 厅 1 卫,249 万,房山长阳京深路,98,2008
35127元/㎡,16,中国铁建国际花园(4号院),3 室 1 厅 1 卫,314 万,房山长阳长兴东街4号,89,2014
37778元/㎡,19,康泽佳苑,3 室 1 厅 1 卫,240 万,房山长阳康泽路10号,63,2014
19273元/㎡,6,城关南里,2 室 1 厅 1 卫,106 万,房山房山城关兴房大街,55,1980
65103元/㎡,6,松榆西里,2 室 1 厅 1 卫,383 万,朝阳潘家园松榆北路34号,58,1992
33071元/㎡,6,温泉花园(B区),2 室 1 厅 1 卫,285 万,昌平北七家东北路,86,1999
19883元/㎡,6,北潞芳家园,3 室 2 厅 2 卫,297 万,房山良乡北京房山区良乡良坨大街,149,2002
50132元/㎡,6,杨庄北区,2 室 1 厅 1 卫,420 万,石景山杨庄 杨庄东街,83,2000
40056元/㎡,6,东关南里,2 室 1 厅 1 卫,230 万,"昌平昌平县城亢山路,近南环东路",57,1996
13100元/㎡,6,京溪小区,3 室 2 厅 2 卫,130 万,密云密云周边密关路,99,2006
21667元/㎡,6,春曦园小区,2 室 1 厅 1 卫,208 万,平谷平谷城区平谷南街,96,2008
119314元/㎡,9,新景家园(东区),2 室 1 厅 1 卫,960 万,东城崇文门西花市大街32号,80,2004
29205元/㎡,6,天骄俊园(房山),2 室 1 厅 1 卫,269 万,房山长阳长阳路,92,2008
35200元/㎡,9,首开康乃馨城,2 室 1 厅 1 卫,259 万,大兴枣园丽园路30号,73,2012
35600元/㎡,6,车站中里,2 室 1 厅 1 卫,243 万,大兴黄村林校北路,68,1993
30767元/㎡,6,沿湖南区,3 室 2 厅 2 卫,350 万,密云密云城区新中街19号,113,2006
46762元/㎡,17,紫云家园6号院,3 室 2 厅 2 卫,652 万,房山长阳怡和路6号,139,2014
21577元/㎡,13,万科幸福汇,3 室 2 厅 1 卫,208 万,房山窦店大窦路257号,96,2015
23753元/㎡,6,南厂住宅(东区),2 室 1 厅 1 卫,138 万,昌平南口西民路,58,1986
22832元/㎡,6,房山永安西里,2 室 1 厅 1 卫,105 万,房山房山城关城关南路,46,1985
32572元/㎡,11,加州水郡西区,3 室 1 厅 1 卫,298 万,房山长阳昊天北大街48号,91,2014
32262元/㎡,10,加州水郡西区,2 室 1 厅 1 卫,275 万,房山长阳昊天北大街48号,85,2010
24081元/㎡,5,南厂住宅(东区),2 室 1 厅 1 卫,131 万,昌平南口西民路,54,1990
11177元/㎡,6,康庄家园三区,2 室 1 厅 1 卫,95 万,延庆康庄西官路,85,2005
24117元/㎡,11,恒盛小镇艺墅,2 室 2 厅 1 卫,215 万,大兴大兴周边采育镇30号,89,2012
33578元/㎡,6,承泽苑,2 室 1 厅 1 卫,271 万,门头沟大峪滨河路,80,2000
28795元/㎡,11,恒盛小镇艺墅,2 室 2 厅 1 卫,258 万,大兴大兴周边采育镇30号,89,2012
39348元/㎡,25,龙湖时代天街(西区),2 室 2 厅 1 卫,340 万,大兴生物医药基地永兴路7号,86,2014
120605元/㎡,14,美伦堡,3 室 2 厅 2 卫,1900 万,朝阳奥林匹克公园科荟路51号,157,2008
29320元/㎡,8,益田影人四季花园,2 室 1 厅 1 卫,290 万,怀柔怀柔城区凤瑞一园三号,98,2011
83669元/㎡,6,芍药居14号院,2 室 1 厅 1 卫,499 万,朝阳芍药居文学馆路,59,1997
26796元/㎡,15,北京城建上河湾(南区),3 室 1 厅 1 卫,253 万,密云密云城区李各庄路6号,94,2015
32000元/㎡,6,滨阳西里小区(宾阳西里北区),2 室 2 厅 1 卫,300 万,密云密云城区新东路89号,93,2006
23889元/㎡,6,康馨雅苑,2 室 2 厅 1 卫,215 万,密云密云城区果园西路,90,2005
19992元/㎡,6,湖南小区(北区),3 室 2 厅 1 卫,195 万,延庆延庆城区湖南东路,97,2002
43069元/㎡,9,中建府前观邸,2 室 2 厅 1 卫,430 万,怀柔怀柔城区府前街9号,99,2008
24026元/㎡,6,长龙苑,3 室 1 厅 1 卫,238 万,房山长阳大宁二路,99,2000
19210元/㎡,6,康安小区,3 室 1 厅 1 卫,170 万,延庆延庆城区延康路,88,2001
91785元/㎡,20,芍药居北里小区,2 室 1 厅 1 卫,820 万,朝阳芍药居北四环东路,89,2008
43259元/㎡,7,诚苑南里,1 室 1 厅 1 卫,240 万,丰台新宫南苑西路,55,2002
39565元/㎡,21,首开熙悦山熹园,2 室 2 厅 1 卫,345 万,"房山长阳康泽路,近京深路",87,2014
26316元/㎡,11,瑞海姆公寓,2 室 1 厅 1 卫,250 万,密云密云周边京密路,95,2005
50000元/㎡,15,远洋一方润园(西区),3 室 2 厅 1 卫,445 万,朝阳管庄塔营北街6号,89,2012
44138元/㎡,16,金隅畅和园6号院,2 室 1 厅 1 卫,367 万,房山良乡阜盛西街,83,2017
31290元/㎡,15,世茂维拉,2 室 1 厅 1 卫,249 万,房山长阳艺林北街22号,79,2011
21654元/㎡,6,永安西里(北区),2 室 1 厅 1 卫,126 万,房山房山城关城关南大街,58,1988
25124元/㎡,6,川北小区,2 室 1 厅 1 卫,142 万,延庆延庆城区东外大街,56,2000
110835元/㎡,5,龙潭西里,2 室 1 厅 1 卫,489 万,东城龙潭湖长青园路,44,1974
24548元/㎡,4,南沿里,2 室 1 厅 1 卫,122 万,房山房山城关万窑路,49,1990
45519元/㎡,5,黄村西里社区,2 室 1 厅 1 卫,225 万,大兴黄村兴华大街,49,1990
20679元/㎡,6,行宫南区,2 室 2 厅 1 卫,187 万,密云密云城区檀西路,90,2006
27327元/㎡,11,中加荣园(南区),2 室 1 厅 1 卫,163 万,密云密云城区果园南街10号,59,2006
23028元/㎡,8,恒盛波尔多小镇(北区),2 室 2 厅 1 卫,220 万,大兴大兴周边育镇街31号,95,2010
23336元/㎡,6,保利花园(南区),2 室 1 厅 1 卫,210 万,密云密云周边阳光街390号,90,2012
21591元/㎡,9,育新花园中里,2 室 2 厅 1 卫,190 万,大兴大兴周边育林街,88,2012
52911元/㎡,27,富力阳光美园,3 室 1 厅 1 卫,470 万,朝阳常营常营中路2号,88,2010
41541元/㎡,21,长阳半岛1号院,2 室 1 厅 1 卫,369 万,房山长阳祥云街1号,88,2013
45379元/㎡,5,首钢古北居民区,2 室 1 厅 1 卫,245 万,石景山古城古城北路14号,54,1984
25195元/㎡,15,加州水郡西区,2 室 1 厅 1 卫,220 万,房山长阳昊天北大街48号,87,2011
19749元/㎡,11,水墨林溪,3 室 2 厅 2 卫,259 万,房山窦店大窦路,131,2013
27587元/㎡,10,新兴家园(东区),2 室 1 厅 1 卫,249 万,大兴磁各庄海鑫北路15号,90,2012
41276元/㎡,15,瀛海家园和园,3 室 1 厅 1 卫,448 万,大兴瀛海镇瀛坤路2号,108,2014
43918元/㎡,15,玉璟园,2 室 2 厅 1 卫,417 万,大兴瀛海镇黄亦路,95,2005
39090元/㎡,18,K2清水湾,3 室 1 厅 1 卫,345 万,通州北关潞苑南大街,88,2012
17369元/㎡,4,城关南里,3 室 1 厅 1 卫,165 万,房山房山城关兴房大街,95,2002
48315元/㎡,15,北街家园(八区),2 室 1 厅 1 卫,430 万,昌平沙河高教园北二街,89,2010
24304元/㎡,6,恒安小区,3 室 1 厅 1 卫,205 万,延庆延庆城区广兴街,84,1995
47502元/㎡,6,同馨家园,3 室 1 厅 1 卫,425 万,丰台青塔小屯西路,89,2011
34445元/㎡,6,北亚花园,2 室 1 厅 1 卫,276 万,昌平北七家东北路,80,2003
34446元/㎡,16,首开国风美仑,3 室 2 厅 1 卫,315 万,通州马驹桥兴贸二街,91,2013
28314元/㎡,6,天泰新景家园,2 室 2 厅 1 卫,251 万,房山长阳京深路,88,2004
44199元/㎡,10,金域公园,3 室 1 厅 1 卫,435 万,房山长阳公园北路7号,98,2015
